"id","question","ground_truth","model_used","generated","bleu","rouge1","rougeL","bert_F1"
"Q035","What are the symptoms of Bardet-Biedl syndrome 7 ?","What are the signs and symptoms of Bardet-Biedl syndrome 7? The Human Phenotype Ontology provides the following list of signs and symptoms for Bardet-Biedl syndrome 7. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the kidney 95% Micropenis 88% Myopia 75% Astigmatism 63% Cataract 30% Glaucoma 22% Rod-cone dystrophy 8% Abnormality of the ovary 7.5% Hearing impairment 7.5% Macrocephaly 7.5% Vaginal atresia 7.5% Aganglionic megacolon 5% Asthma - Ataxia - Autosomal recessive inheritance - Biliary tract abnormality - Brachydactyly syndrome - Broad foot - Congenital primary aphakia - Decreased testicular size - Delayed speech and language development - Dental crowding - Diabetes mellitus - Foot polydactyly - Gait imbalance - Hepatic fibrosis - High palate - Hirsutism - Hypertension - Hypodontia - Hypogonadism - Intellectual disability - Left ventricular hypertrophy - Nephrogenic diabetes insipidus - Neurological speech impairment - Nystagmus - Obesity - Poor coordination - Postaxial hand polydactyly - Radial deviation of finger - Retinal degeneration - Short foot - Specific learning disability - Strabismus - Syndactyly - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.0894984153063507e-17","0.005763688760806917","0.005763688760806917","0.761744499206543"
"Q036","What is (are) Ewing Sarcoma ?","Key Points","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.7934306859970093"
"Q037","What are the treatments for Urinary Incontinence in Men ?","Treatment depends on the type of UI.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.8404250144958496"
"Q038","What are the symptoms of Hunter Rudd Hoffmann syndrome ?","What are the signs and symptoms of Hunter Rudd Hoffmann syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Hunter Rudd Hoffmann syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal dermatoglyphics 90% Abnormality of the distal phalanx of finger 90% Abnormality of the fingernails 90% Abnormality of the toenails 90% Clinodactyly of the 5th finger 90% Cognitive impairment 90% Convex nasal ridge 90% Craniosynostosis 90% Epicanthus 90% Hypotelorism 90% Intrauterine growth retardation 90% Low-set, posteriorly rotated ears 90% Narrow forehead 90% Prominent metopic ridge 90% Ptosis 90% Short stature 90% Trigonocephaly 90% Underdeveloped supraorbital ridges 90% Wide mouth 90% Wide nasal bridge 90% Abnormality of the palate 7.5% EEG abnormality 7.5% Hernia of the abdominal wall 7.5% Proptosis 7.5% Seizures 7.5% Ventricular septal defect 7.5% Broad secondary alveolar ridge - High palate - Inguinal hernia - Intellectual disability - Lambdoidal craniosynostosis - Low-set ears - Posteriorly rotated ears - Premature posterior fontanelle closure - Sagittal craniosynostosis - Small anterior fontanelle - Small for gestational age - X-linked recessive inheritance - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","5.979294078261307e-18","0.005319148936170213","0.005319148936170213","0.7615000605583191"
"Q039","What are the treatments for cytochrome c oxidase deficiency ?","These resources address the diagnosis or management of cytochrome c oxidase deficiency:  - Cincinnati Children's Hospital: Acute Liver Failure  - Cincinnati Children's Hospital: Cardiomyopathies  - Genetic Testing Registry: Cardioencephalomyopathy, fatal infantile, due to cytochrome c oxidase deficiency  - Genetic Testing Registry: Cytochrome-c oxidase deficiency  - The United Mitochondrial Disease Foundation: Treatments and Therapies   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.7817021012306213"
"Q040","what research (or clinical trials) is being done for Alternating Hemiplegia ?","The NINDS supports research on paralytic disorders such as alternating hemiplegia, with the goals of learning more about these disorders and finding ways to prevent, treat and, ultimately cure them.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.8147726058959961"
"Q041","What is (are) Chromosome 2q deletion ?","Chromosome 2q deletion is a chromosome abnormality that occurs when there is a missing copy of the genetic material located on the long arm (q) of chromosome 2. The severity of the condition and the signs and symptoms depend on the size and location of the deletion and which genes are involved. Features that often occur in people with chromosome 2q deletion include developmental delay, intellectual disability, behavioral problems, and distinctive facial features. Most cases are not inherited, but people can pass the deletion on to their children. Treatment is based on the signs and symptoms present in each person.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","3.097415930565219e-06","0.03636363636363636","0.03636363636363636","0.8003832101821899"
"Q042","What is (are) Low Blood Pressure ?","You've probably heard that high blood pressure is a problem. Sometimes blood pressure that is too low can also cause problems.    Blood pressure is the force of your blood pushing against the walls of your arteries. Each time your heart beats, it pumps out blood into the arteries. Your blood pressure is highest when your heart beats, pumping the blood. This is called systolic pressure. When your heart is at rest, between beats, your blood pressure falls. This is the diastolic pressure. Your blood pressure reading uses these two numbers. Usually they're written one above or before the other, such as 120/80. If your blood pressure reading is 90/60 or lower, you have low blood pressure.     Some people have low blood pressure all the time. They have no symptoms and their low readings are normal for them. In other people, blood pressure drops below normal because of a medical condition or certain medicines. Some people may have symptoms of low blood pressure when standing up too quickly. Low blood pressure is a problem only if it causes dizziness, fainting or in extreme cases, shock.     NIH: National Heart, Lung, and Blood Institute","","[GEN ERROR] Local generation failed: name 'torch' is not defined","2.908454294910053e-10","0.00975609756097561","0.00975609756097561","0.7847821712493896"
"Q043","What is (are) Charcot-Marie-Tooth disease type 1E ?","Charcot-Marie-Tooth disease type 1E (CMT1E) is a form of Charcot-Marie-Tooth disease, which is a group of rare conditions that affect the peripheral nerves. Signs and symptoms of CMT1E generally become apparent between age 5 and 25 years, although the age of onset and disease severity can vary significantly from person to person. In general, CMT1E is associated with the typical features of Charcot-Marie-Tooth disease type 1 (progressive weakness of the feet and/or ankles; foot drop; atrophy of muscles below the knee; absent tendon reflexes of upper and lower extremities; and a decreased sensitivity to touch, heat, and cold in the feet and/or lower legs) in addition to hearing loss. CMT1E is caused by certain changes (mutations) in the PMP22 gene and is inherited in an autosomal dominant manner. Treatment is based on the signs and symptoms present in each person.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","4.770502207457384e-08","0.02531645569620253","0.02531645569620253","0.7867133021354675"
"Q044","What are the symptoms of Palmoplantar keratoderma, epidermolytic ?","What are the signs and symptoms of Palmoplantar keratoderma, epidermolytic? The Human Phenotype Ontology provides the following list of signs and symptoms for Palmoplantar keratoderma, epidermolytic. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Palmoplantar keratoderma 90% Verrucae 90% Abnormality of the fingernails 50% Eczema 50% Hyperhidrosis 50% Autosomal dominant inheritance - Increased IgE level - Localized epidermolytic hyperkeratosis - Palmoplantar hyperkeratosis - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","5.340808515513586e-13","0.015325670498084292","0.015325670498084292","0.7790889739990234"
"Q045","How to diagnose Basilar migraine ?","How is a basilar migraine diagnosed? A diagnosis of basilar migraine is made based on the presence of characteristic signs and symptoms. Although there are no tests available to confirm the diagnosis, additional testing may be ordered to rule out other conditions that can cause similar features. These tests may include: Brain MRI MR angiogram (MRA) Electroencephalogram 24-hour heart monitor Specialized blood tests","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.00010534928970132013","0.02702702702702703","0.02702702702702703","0.8032509088516235"
"Q046","What are the symptoms of Spinal intradural arachnoid cysts ?","What are the signs and symptoms of Spinal intradural arachnoid cysts? The Human Phenotype Ontology provides the following list of signs and symptoms for Spinal intradural arachnoid cysts. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the vertebral column - Arachnoid cyst - Autosomal dominant inheritance - Paraplegia - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.7732108733452104e-12","0.008032128514056224","0.008032128514056224","0.7844778299331665"
"Q047","What is (are) Tetra-amelia syndrome ?","Tetra-amelia syndrome is a very rare disorder characterized by the absence of all four limbs. This syndrome can also cause severe malformations of other parts of the body, including the face and head, heart, nervous system, skeleton, and genitalia. The lungs are underdeveloped in many cases, which makes breathing difficult or impossible. Because children with tetra-amelia syndrome have such serious medical problems, most are stillborn or die shortly after birth. The condition has been associated with a mutation in the WNT3 gene in one family, and it appears to be inherited in an autosomal recessive manner.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","3.885615487655521e-06","0.018518518518518514","0.018518518518518514","0.7997260093688965"
"Q048","How many people are affected by Apert syndrome ?","Apert syndrome affects an estimated 1 in 65,000 to 88,000 newborns.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.7982380390167236"
"Q049","How many people are affected by tuberous sclerosis complex ?","Tuberous sclerosis complex affects about 1 in 6,000 people.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.8048825263977051"
"Q050","Is hereditary angiopathy with nephropathy, aneurysms, and muscle cramps syndrome inherited ?","This condition is inherited in an autosomal dominant pattern, which means one copy of the altered gene in each cell is sufficient to cause the disorder.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.004261094784666207","0.05555555555555555","0.05555555555555555","0.8153818845748901"
"Q051","Is Wolff-Parkinson-White syndrome inherited ?","Most cases of Wolff-Parkinson-White syndrome occur in people with no apparent family history of the condition. These cases are described as sporadic and are not inherited.  Familial Wolff-Parkinson-White syndrome accounts for only a small percentage of all cases of this condition. The familial form of the disorder typically has an autosomal dominant pattern of inheritance, which means one copy of the altered gene in each cell is sufficient to cause the condition. In most cases, a person with familial Wolff-Parkinson-White syndrome has inherited the condition from an affected parent.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","9.30515170063445e-06","0.03809523809523809","0.019047619047619046","0.7958821654319763"
"Q052","What is (are) Cardiomyopathy ?","Cardiomyopathy refers to diseases of the heart muscle. These diseases have many causes, signs and symptoms, and treatments.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.810617208480835"
"Q053","Is Hailey-Hailey disease inherited ?","How is Hailey-Hailey disease inherited? Hailey-Hailey disease is inherited in an autosomal dominant manner. This means that having only one mutated copy of the disease-causing gene in each cell is enough to cause signs or symptoms of the condition. Some people with Hailey-Hailey disease inherit the condition from an affected parent. Other cases are due to a new mutation in the gene and occur in people with no history of the condition in their family. When a person with an autosomal dominant condition has children, each child has a 50% (1 in 2) risk to inherit the mutated copy of the gene.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","2.1324709930125154e-06","0.017241379310344827","0.017241379310344827","0.7968131303787231"
"Q054","Do you have information about Native American Health","Summary : Every racial or ethnic group has specific health concerns. Differences in the health of groups can result from:       - Genetics    - Environmental factors    - Access to care    - Cultural factors        On this page, you'll find links to health issues that affect Native Americans.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.7927331328392029"
"Q055","How to diagnose Book syndrome ?","How is Book syndrome diagnosed? Due to the rarity of Book syndrome and scarcity of reports in the medical literature, we are unaware of specific information about diagnosing Book syndrome. In general, ectodermal dysplasias are diagnosed by the presence of specific symptoms affecting the hair, nails, sweat glands, and/or teeth. When a person has at least two types of abnormal ectodermal features (e.g., malformed teeth and extremely sparse hair), the person is typically identified as being affected by an ectodermal dysplasia. Specific genetics tests to diagnose ectodermal dysplasia are available for only a limited number of ectodermal dysplasias. Unfortunately, there currently is no genetic test for Book syndrome because the gene responsible for the condition has not yet been identified. People who are interested in learning more about a diagnosis of ectodermal dysplasia for themselves or family members should speak with their dermatologist and/or dentist. These specialists can help determine whether a person has signs and/or symptoms of ectodermal dysplasia.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","7.677726479929589e-09","0.034482758620689655","0.034482758620689655","0.7925886511802673"
"Q056","what research (or clinical trials) is being done for Paraneoplastic Syndromes ?","Research on paraneoplastic syndromes is aimed at enhancing scientific understanding and evaluating new therapeutic interventions. Researchers seek to learn what causes the autoimmune response in these disorders. Studies are directed at developing tests that detect the presence of antibodies. Scientists also hope to develop animal models for these diseases, which may be used to determine effective treatment strategies.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.00017369161478371644","0.02941176470588235","0.02941176470588235","0.807806134223938"
"Q057","Is Wolfram syndrome inherited ?","When Wolfram syndrome is caused by mutations in the WFS1 gene, it is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition. Some studies have shown that people who carry one copy of a WFS1 gene mutation are at increased risk of developing individual features of Wolfram syndrome or related features, such as type 2 diabetes, hearing loss, or psychiatric illness. However, other studies have found no increased risk in these individuals.  Wolfram syndrome caused by mutations in the CISD2 gene is also inherited in an autosomal recessive pattern.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.8835405671401858e-07","0.028985507246376812","0.028985507246376812","0.7999921441078186"
"Q058","What is (are) Idiopathic Pulmonary Fibrosis ?","Pulmonary fibrosis (PULL-mun-ary fi-BRO-sis) is a disease in which tissue deep in your lungs becomes thick and stiff, or scarred, over time. The formation of scar tissue is called fibrosis.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0028562972522196747","0.04545454545454545","0.04545454545454545","0.7977875471115112"
"Q059","What are the symptoms of Curry Jones syndrome ?","What are the signs and symptoms of Curry Jones syndrome? The Human Phenotype Ontology provides the following list of signs and symptoms for Curry Jones syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Finger syndactyly 90% Hypertelorism 90% Hypopigmented skin patches 90% Abnormality of thumb phalanx 50% Aplasia/Hypoplasia affecting the eye 50% Aplasia/Hypoplasia of the corpus callosum 50% Aplasia/Hypoplasia of the skin 50% Cognitive impairment 50% Craniosynostosis 50% Facial asymmetry 50% Foot polydactyly 50% Hypertrichosis 50% Preaxial hand polydactyly 50% Toe syndactyly 50% Ventriculomegaly 50% Chorioretinal coloboma 7.5% Intestinal malrotation 7.5% Iris coloboma 7.5% Optic nerve coloboma 7.5% Abnormality of the skin - Agenesis of corpus callosum - Anal stenosis - Blepharophimosis - Coloboma - Microphthalmia - Syndactyly - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.7870160807876834e-15","0.006211180124223602","0.006211180124223602","0.7668516039848328"
"Q060","Is Orofaciodigital syndrome 2 inherited ?","How is orofaciodigital syndrome type 2 inherited? Orofaciodigital syndrome type 2 is inherited in an autosomal recessive pattern, which means that an individual needs to inherit two mutated (changed) copies of the gene-one from each parent-in order to have the condition.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0009507787617102103","0.03773584905660377","0.03773584905660377","0.7988893985748291"
"Q061","What are the treatments for Arts syndrome ?","These resources address the diagnosis or management of Arts syndrome:  - Gene Review: Gene Review: Arts Syndrome  - Genetic Testing Registry: Arts syndrome  - MedlinePlus Encyclopedia: Hearing Loss  - MedlinePlus Encyclopedia: Movement, Uncoordinated  - MedlinePlus Encyclopedia: Optic Nerve Atrophy   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.78340083360672"
"Q062","What is (are) Refsum disease, infantile form ?","Infantile Refsum disease is the mildest of a group of disorders known as peroxisome biogenesis disorders, Zellweger syndrome spectrum (PBD-ZSS). PBD-ZSS is a group of inherited genetic disorders that damage the white matter of the brain and affect motor movements.  Peroxisome biogenesis disorders, in turn, are part of a larger group of disorders called leukodystrophies. IRD can cause low muscle tone (hypotonia), retinitis pigmentosa (a visual impairment that can lead to blindness), developmental delay, sensorineural hearing loss, and liver dysfunction. IRD usually presents at birth or in infancy. Most individuals with IRD can achieve motor milestones, though they may be delayed, and most individuals can communicate with a few words or signs. Leukodystrophy with loss of acquired skills can occur at any age and may stabilize or progress. Peroxisome biogenesis disorders are caused by mutations in one of the PEX genes and are inherited in an autosomal recessive manner.  Life expectancy, medical complications, and the degree of neurological impairment can vary. Survival into adulthood is possible. Adult Refsum disease and infantile refsum disease are separate disorders caused by different genetic defects.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","7.905998458757661e-10","0.010362694300518133","0.010362694300518133","0.782863974571228"
"Q063","What are the treatments for atelosteogenesis type 1 ?","These resources address the diagnosis or management of atelosteogenesis type 1:  - Gene Review: Gene Review: FLNB-Related Disorders  - Genetic Testing Registry: Atelosteogenesis type 1   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.7832257747650146"
"Q064","What is (are) Speech and Language Problems in Children ?","Children vary in their development of speech and language skills. Health professionals have milestones for what's normal. These milestones help determine if a child is on track or if he or she may need extra help. For example, a child usually has one or two words like ""Hi,"" ""dog,"" ""Dada,"" or ""Mama"" by her first birthday.    Sometimes a delay may be caused by hearing loss, while other times it may be due to a speech or language disorder. Language disorders can mean that the child has trouble understanding what others say or difficulty sharing her thoughts. Children who have trouble producing speech sounds correctly or who hesitate or stutter when talking may have a speech disorder.    If your child's speech or language appears to be delayed, talk to your child's doctor.    NIH: National Institute on Deafness and Other Communication Disorders","","[GEN ERROR] Local generation failed: name 'torch' is not defined","4.770502207457384e-08","0.0130718954248366","0.0130718954248366","0.7968764305114746"
"Q065","What are the symptoms of Cerebellar degeneration ?","What are the signs and symptoms of cerebellar degeneration? Cerebellar degeneration is primarily characterized by a wide-legged, unsteady, lurching walk that is usually accompanied by a back and forth tremor in the trunk of the body. Other signs and symptoms may include slow, unsteady and jerky movement of the arms or legs; slowed and slurred speech; and nystagmus. Although cerebellar disorders usually strike adults in middle age, the age of symptomatic onset varies depending on the underlying cause of the degeneration. Studies have shown that many patients with movement disorders caused by damage to the cerebellum also have psychiatric symptoms. These studies suggest that patients with cerebellar diseases may benefit from screening and treatment of psychiatric disorders.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","4.7581859418276373e-07","0.015625","0.015625","0.7934746146202087"
"Q066","What are the genetic changes related to Shprintzen-Goldberg syndrome ?","Shprintzen-Goldberg syndrome is often caused by mutations in the SKI gene. This gene provides instructions for making a protein that regulates the transforming growth factor beta (TGF-) signaling pathway. The TGF- pathway regulates many processes, including cell growth and division (proliferation), the process by which cells mature to carry out special functions (differentiation), cell movement (motility), and the self-destruction of cells (apoptosis). By attaching to certain proteins in the pathway, the SKI protein blocks TGF- signaling. The SKI protein is found in many cell types throughout the body and appears to play a role in the development of many tissues, including the skull, other bones, skin, and brain.  SKI gene mutations involved in Shprintzen-Goldberg syndrome alter the SKI protein. The altered protein is no longer able to attach to proteins in the TGF- pathway and block signaling. As a result, the pathway is abnormally active. Excess TGF- signaling changes the regulation of gene activity and likely disrupts development of many body systems, including the bones and brain, resulting in the wide range of signs and symptoms of Shprintzen-Goldberg syndrome.  Not all cases of Shprintzen-Goldberg syndrome are caused by mutations in the SKI gene. Other genes may be involved in this condition, and in some cases, the genetic cause is unknown.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","4.350134929618398e-11","0.017777777777777778","0.017777777777777778","0.7860901355743408"
"Q067","Is complement component 2 deficiency inherited ?","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0004159513029082128","0.06557377049180327","0.06557377049180327","0.8074650764465332"
"Q068","What is (are) Transient neonatal diabetes mellitus ?","Transient neonatal diabetes mellitus (TNDB) is a type of diabetes that appears within the first few weeks of life but is transient; affected infants go into remission within a few months, with possible relapse to permanent diabetes in adolescence or adulthood. Affected individuals have slow growth before birth followed by hyperglycemia, dehydration and failure to thrive in infancy. Approximately 70% of cases are caused by the overactivity of certain genes in a region of the long (q) arm of chromosome 6 called 6q24. These cases are referred to as 6q24-related TNDB; most (but not all) of these cases are not inherited. Other genetic causes include mutations in the KCNJ11 and ABCC8 genes, which usually cause permanent neonatal diabetes. Treatment may include rehydration and intravenous insulin at the time of diagnosis, followed by subcutaneous insulin.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.0337089803016763e-07","0.027586206896551727","0.027586206896551727","0.7918757796287537"
"Q069","Is DOLK-congenital disorder of glycosylation inherited ?","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0004159513029082128","0.06557377049180327","0.06557377049180327","0.8074650764465332"
"Q070","What is (are) Fecal Incontinence ?","Fecal incontinence can cause embarrassment, fear, and loneliness. Taking steps to cope is important. The following tips can help:","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.008580791159409903","0.06896551724137931","0.06896551724137931","0.8264380097389221"
"Q071","What are the symptoms of Factor XI deficiency ?","What are the signs and symptoms of Factor XI deficiency? The Human Phenotype Ontology provides the following list of signs and symptoms for Factor XI deficiency. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal bleeding - Autosomal dominant inheritance - Autosomal recessive inheritance - Prolonged partial thromboplastin time - Reduced factor XI activity - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.1886187942516551e-12","0.007936507936507936","0.007936507936507936","0.7863086462020874"
"Q072","What are the genetic changes related to Hashimoto thyroiditis ?","Hashimoto thyroiditis is thought to result from a combination of genetic and environmental factors. Some of these factors have been identified, but many remain unknown.  Hashimoto thyroiditis is classified as an autoimmune disorder, one of a large group of conditions that occur when the immune system attacks the body's own tissues and organs. In people with Hashimoto thyroiditis, white blood cells called lymphocytes accumulate abnormally in the thyroid, which can damage it. The lymphocytes make immune system proteins called antibodies that attack and destroy thyroid cells. When too many thyroid cells become damaged or die, the thyroid can no longer make enough hormones to regulate body functions. This shortage of thyroid hormones underlies the signs and symptoms of Hashimoto thyroiditis. However, some people with thyroid antibodies never develop hypothyroidism or experience any related signs or symptoms.  People with Hashimoto thyroiditis have an increased risk of developing other autoimmune disorders, including vitiligo, rheumatoid arthritis, Addison disease, type 1 diabetes, multiple sclerosis, and pernicious anemia.  Variations in several genes have been studied as possible risk factors for Hashimoto thyroiditis. Some of these genes are part of a family called the human leukocyte antigen (HLA) complex. The HLA complex helps the immune system distinguish the body's own proteins from proteins made by foreign invaders (such as viruses and bacteria). Other genes that have been associated with Hashimoto thyroiditis help regulate the immune system or are involved in normal thyroid function. Most of the genetic variations that have been discovered are thought to have a small impact on a person's overall risk of developing this condition.  Other, nongenetic factors also play a role in Hashimoto thyroiditis. These factors may trigger the condition in people who are at risk, although the mechanism is unclear. Potential triggers include changes in sex hormones (particularly in women), viral infections, certain medications, exposure to ionizing radiation, and excess consumption of iodine (a substance involved in thyroid hormone production).","","[GEN ERROR] Local generation failed: name 'torch' is not defined","8.029580844411492e-16","0.006024096385542168","0.006024096385542168","0.7805348634719849"
